63	0.339644	7	98	150	165	193	199	205	229	#
64	0.485698	22	31	43	81	94	143	191	247	#
65	0.451462	17	27	81	109	118	119	230	241	#
66	0.519529	12	25	33	59	64	117	140	187	#
67	0.310726	57	84	129	130	155	204	217	244	#
68	0.7049	21	61	87	111	148	149	185	214	#
69	0.465676	36	55	141	148	201	234	249	250	#
70	0.392808	16	61	71	97	123	230	246	253	#
71	0.856407	66	117	121	150	158	230	245	251	#
72	0.980872	53	70	139	177	181	215	223	238	#
73	0.469358	4	12	21	44	71	86	130	217	#
74	0.820667	14	34	46	48	210	220	253	255	#
75	0.712865	105	137	177	182	191	192	212	228	#
76	0.277853	11	21	25	68	80	111	131	190	#
77	0.769976	60	61	68	168	184	185	214	221	#
78	0.364789	6	28	43	101	112	125	189	190	#
79	0.289145	15	51	63	71	112	127	171	219	#
80	0.648959	4	30	33	115	193	194	209	253	#
81	0.26752	2	71	76	95	213	235	253	254	#
82	0.819069	30	41	106	176	181	190	203	255	#
83	0.634981	23	81	92	106	149	155	224	241	#
84	0.406473	47	117	163	199	202	211	228	230	#
85	0.685035	56	61	181	191	207	213	236	252	#
86	0.96707	3	8	41	48	76	110	119	207	#
87	0.480508	67	72	176	186	195	208	242	249	#
88	0.426167	10	63	92	96	113	114	153	219	#
89	0.599265	3	6	28	41	47	158	178	220	#
90	0.860578	3	47	76	157	187	197	205	253	#
91	0.293838	92	165	174	176	203	211	245	248	#
92	0.446788	11	51	74	101	130	186	212	255	#
93	0.348844	58	93	110	116	151	184	190	230	#
94	0.876269	25	50	51	120	163	234	243	245	#
95	0.266758	18	20	28	122	136	216	231	248	#
96	0.970498	26	34	38	56	58	115	178	195	#
97	0.647781	14	71	86	139	188	194	203	211	#
98	0.552565	7	27	61	86	119	126	178	198	#
99	0.734713	24	88	122	158	171	209	215	227	#
100	0.37921	63	92	107	148	155	178	179	234	#
101	0.41383	25	102	126	141	146	170	207	215	#
102	0.304328	10	58	98	100	165	183	186	214	#
103	0.526624	28	79	89	93	140	200	231	251	#
104	0.557321	4	38	49	69	87	141	176	204	#
105	0.480404	67	78	98	171	195	202	241	247	#
106	0.507233	10	33	34	60	94	117	147	204	#
107	0.859705	4	83	133	149	168	193	199	240	#
108	0.708935	64	69	110	173	175	201	204	239	#
109	0.810356	1	31	33	51	69	73	163	167	#
110	0.813025	10	38	83	103	105	112	228	229	#
111	0.604849	1	7	43	59	81	87	109	156	#
112	0.800658	4	11	26	156	159	178	218	225	#
113	0.883506	49	106	119	145	173	178	194	217	#
114	0.434576	85	104	134	145	170	177	208	212	#
115	0.973476	13	22	60	78	113	173	182	241	#
116	0.336876	59	76	94	179	193	220	223	238	#
117	0.509315	153	154	157	175	191	197	221	235	#
118	0.700055	35	134	148	163	169	175	201	208	#
119	0.745614	24	26	40	113	160	170	191	234	#
120	0.411677	6	79	92	94	167	175	241	242	#
121	0.630118	15	66	119	124	144	165	168	199	#
122	0.946857	19	41	53	75	119	217	227	240	#
123	0.966191	14	53	172	194	195	199	224	230	#
124	0.428252	8	71	79	97	175	183	189	248	#
125	0.292397	8	53	65	94	98	136	164	193	#
126	0.93043	18	43	46	106	116	124	138	255	#
127	0.845227	11	18	20	24	33	61	177	186	#
128	0.266338	14	88	107	111	160	234	242	250	#
129	0.265653	49	91	97	148	160	176	241	255	#
130	0.523993	5	49	61	121	158	229	232	245	#
131	0.401601	4	15	56	79	86	136	145	223	#
132	0.844617	4	72	87	118	142	146	165	218	#
133	0.787739	18	19	54	73	101	106	142	174	#
134	0.381702	6	7	33	103	129	214	229	237	#
135	0.270361	4	8	13	121	142	154	168	200	#
136	0.734214	22	64	82	85	127	131	187	208	#
137	0.986028	60	113	153	157	184	194	216	233	#
138	0.486004	39	51	75	104	140	142	143	176	#
139	0.426214	8	14	66	169	185	235	240	255	#
140	0.609391	9	16	33	82	98	133	161	208	#
141	0.922973	4	82	99	126	129	162	199	224	#
142	0.376615	23	31	101	118	130	189	208	222	#
143	0.725718	46	76	86	101	131	166	209	226	#
144	0.538291	79	96	126	150	154	189	209	210	#
145	0.771355	15	46	118	191	203	208	233	235	#
146	0.944798	12	35	74	75	93	150	251	254	#
147	0.545568	67	83	84	95	159	163	183	228	#
148	0.970384	29	37	81	118	119	146	158	208	#
149	0.344314	0	30	85	115	148	165	169	201	#
150	0.482964	2	14	72	86	87	157	181	185	#
151	0.923221	29	33	45	47	138	169	191	220	#
152	0.815666	105	107	124	157	161	197	204	207	#
153	0.536259	19	93	122	147	150	175	193	224	#
154	0.9947	63	71	111	130	199	205	236	241	#
155	0.941186	5	27	46	49	123	132	185	228	#
156	0.622515	13	19	52	74	93	126	155	196	#
157	0.993037	68	70	109	115	123	161	204	245	#
158	0.634307	14	25	31	92	130	154	160	175	#
159	0.932792	50	93	103	117	139	140	179	227	#
160	0.865712	41	96	99	160	201	248	249	255	#
161	0.308785	32	40	75	76	92	96	143	196	#
162	0.985044	30	32	58	83	169	196	215	222	#
163	0.583282	27	33	41	86	105	109	125	208	#
164	0.682044	31	50	52	62	86	147	178	234	#
165	0.361552	10	58	139	178	181	242	246	249	#
166	0.337163	20	34	80	135	176	204	239	248	#
167	0.501711	54	60	82	91	109	157	170	234	#
168	0.431644	13	73	75	77	84	102	188	240	#
169	0.799153	13	80	87	102	124	133	180	220	#
170	0.959804	18	22	36	76	160	165	178	194	#
171	0.974872	15	21	31	72	123	165	176	232	#
172	0.814383	7	15	61	78	109	131	145	208	#
173	0.560819	40	57	103	149	162	202	209	242	#
174	0.432519	21	46	117	130	146	156	159	177	#
175	0.307094	19	43	110	167	206	214	232	234	#
176	0.513678	0	6	84	121	135	167	214	244	#
177	0.43311	20	50	116	133	145	160	173	241	#
178	0.377134	79	83	98	117	150	174	210	234	#
179	0.937043	46	84	121	137	147	159	202	211	#
180	0.908601	10	39	54	61	93	101	127	128	#
181	0.668937	3	12	13	31	54	118	135	158	#
182	0.58545	21	48	131	150	163	171	183	220	#
183	0.516418	39	64	105	108	158	160	198	207	#
184	0.842628	13	47	99	138	142	168	183	205	#
185	0.708436	28	35	71	128	132	165	185	239	#
186	0.4355	29	70	138	159	192	195	199	243	#
187	0.82111	3	18	71	79	97	113	116	195	#
188	0.370098	18	59	88	116	155	158	166	170	#
189	0.659508	48	52	166	180	189	204	236	246	#
190	0.730109	3	55	70	78	87	110	140	230	#
191	0.933149	10	24	57	85	164	214	228	244	#
192	0.737581	8	60	76	87	103	118	142	214	#
193	0.854731	13	46	56	120	160	172	220	251	#
194	0.964838	19	23	36	72	101	128	155	231	#
195	0.34739	22	48	52	55	157	205	226	253	#
196	0.436903	9	35	40	88	94	163	167	250	#
197	0.457829	6	65	138	157	175	178	212	248	#
198	0.756682	5	19	22	102	132	157	167	186	#
199	0.758377	2	59	63	76	138	149	199	215	#
200	0.303704	2	13	66	81	137	193	195	226	#
201	0.715018	28	62	72	199	226	231	238	250	#
202	0.275211	67	90	127	144	161	206	210	211	#
203	0.602927	4	6	65	74	78	123	163	172	#
204	0.386716	25	106	113	130	185	223	244	248	#
205	0.727777	27	28	34	52	86	131	229	233	#
206	0.659088	48	54	65	104	111	147	177	202	#
207	0.965588	9	52	96	107	154	187	233	244	#
208	0.865843	16	136	143	166	176	195	199	204	#
209	0.273252	3	32	45	117	156	172	180	199	#
210	0.566252	46	52	64	82	127	165	226	245	#
211	0.484701	5	19	49	63	87	133	188	240	#
212	0.834568	51	71	94	172	173	231	240	241	#
213	0.64437	2	17	37	95	121	171	175	187	#
214	0.620312	2	33	93	98	129	135	165	208	#
215	0.51095	69	115	146	197	221	228	230	246	#
216	0.650994	39	55	78	87	121	205	226	237	#
217	0.43088	22	37	41	76	122	186	229	253	#
218	0.378899	59	86	103	187	196	226	238	254	#
219	0.601824	17	20	37	48	122	155	203	220	#
220	0.697787	26	42	44	52	89	98	175	190	#
221	0.668288	22	68	76	93	148	188	201	203	#
222	0.856476	7	19	82	115	129	169	205	226	#
223	0.360491	93	104	121	150	171	217	227	252	#
224	0.797765	8	27	29	72	78	166	170	223	#
225	0.835652	107	132	137	145	183	190	223	239	#
226	0.864985	15	38	80	144	147	194	203	215	#
227	0.620356	41	79	104	188	209	223	241	249	#
228	0.553585	17	64	103	122	134	173	209	217	#
229	0.688221	9	15	33	46	62	105	173	205	#
230	0.265513	61	67	126	155	188	207	214	250	#
231	0.839412	9	18	73	92	107	193	199	202	#
232	0.566312	44	83	86	118	149	214	234	246	#
233	0.618206	14	40	42	71	146	190	194	236	#
234	0.275308	53	67	83	121	133	224	232	251	#
235	0.904516	8	16	78	88	99	128	155	205	#
236	0.790867	19	28	51	53	148	155	239	249	#
237	0.537628	67	101	126	182	197	226	243	254	#
238	0.983833	32	44	58	66	130	131	163	222	#
239	0.508292	1	37	59	64	104	147	157	200	#
240	0.844724	38	54	58	83	100	117	144	234	#
241	0.885773	11	96	128	170	189	200	204	252	#
242	0.955269	52	73	96	152	170	200	201	243	#
243	0.858063	5	6	21	87	114	178	221	222	#
244	0.675736	6	32	76	144	172	222	223	253	#
245	0.661248	2	21	73	75	94	106	113	239	#
246	0.380736	8	75	80	126	130	163	207	223	#
247	0.885989	24	35	101	202	203	233	239	249	#
248	0.801092	13	54	68	70	120	175	176	254	#
249	0.824858	7	33	63	175	218	219	229	234	#
250	0.675802	10	12	47	93	191	195	221	240	#
251	0.658228	69	89	90	93	95	102	148	198	#
252	0.586257	54	115	119	148	173	199	200	206	#
253	0.716848	27	34	35	211	214	219	233	245	#
254	0.723319	13	21	41	76	86	128	165	195	#
255	0.962292	6	18	47	80	99	113	166	225	#
256	0.311783	81	116	151	154	189	210	217	237	#
257	0.304648	1	72	109	146	160	205	219	241	#
258	0.693666	80	105	114	124	178	185	203	254	#
259	0.589424	37	91	93	94	157	171	220	233	#
260	0.331322	30	39	42	72	101	122	124	220	#
261	0.267175	17	22	57	71	95	181	196	250	#
262	0.978822	4	66	81	204	220	235	241	245	#
263	0.954805	32	119	125	143	159	206	224	255	#
264	0.519843	21	36	48	72	108	130	199	255	#
265	0.984803	13	19	56	64	92	104	110	167	#
266	0.351276	4	65	130	159	172	197	210	214	#
267	0.859488	51	146	147	153	165	183	227	230	#
268	0.840949	81	83	93	106	107	137	184	222	#
269	0.670413	41	105	107	111	193	197	206	216	#
270	0.611196	46	76	115	149	187	202	233	242	#
271	0.871197	7	8	67	80	88	108	159	234	#
272	0.807034	28	67	172	183	210	211	216	226	#
273	0.315232	19	81	156	206	225	242	245	248	#
274	0.336826	20	46	52	56	121	164	205	251	#
275	0.980483	2	64	71	98	134	195	226	242	#
276	0.842764	8	25	42	119	153	188	217	252	#
277	0.965372	12	17	74	79	108	112	113	251	#
278	0.3788	27	53	59	126	200	211	218	244	#
279	0.664984	10	12	82	88	116	127	154	231	#
280	0.713193	16	87	125	139	159	216	238	239	#
281	0.558602	26	115	127	145	161	177	218	254	#
282	0.608744	37	47	123	131	142	199	212	242	#
283	0.844744	39	47	114	125	175	178	194	204	#
284	0.672259	27	43	112	116	134	177	232	248	#
285	0.865174	19	51	197	208	211	224	236	244	#
286	0.547136	48	113	118	130	174	196	224	233	#
287	0.871337	4	14	35	41	46	87	124	160	#
288	0.533352	0	44	51	150	177	189	239	244	#
289	0.770725	62	64	76	159	168	208	231	240	#
290	0.644838	3	7	8	121	164	186	215	221	#
291	0.62047	46	52	65	81	104	138	150	240	#
292	0.931023	27	45	74	77	150	208	226	247	#
293	0.615951	25	38	69	79	82	156	165	248	#
294	0.778882	43	87	112	149	164	165	207	214	#
295	0.824881	60	79	94	175	184	194	197	248	#
296	0.48323	25	102	121	127	134	176	225	253	#
297	0.784068	116	164	170	204	205	217	252	255	#
298	0.353073	37	73	89	92	134	248	252	253	#
299	0.774216	35	52	73	112	161	195	203	216	#
300	0.84034	76	106	109	125	133	167	172	198	#
301	0.498976	16	62	72	80	191	194	211	248	#
302	0.998938	2	20	31	112	129	147	149	207	#
303	0.441691	5	36	47	149	181	188	195	203	#
304	0.818423	14	51	145	151	173	184	189	213	#
305	0.816256	19	34	74	79	90	99	121	223	#
306	0.424012	16	22	63	65	106	139	176	250	#
307	0.844903	30	32	62	106	122	157	191	217	#
308	0.624261	17	27	32	101	114	141	143	220	#
309	0.513614	7	59	66	105	108	109	116	122	#
310	0.906643	22	31	59	99	127	158	160	233	#
311	0.740771	20	81	108	146	178	206	207	240	#
312	0.738889	33	74	81	103	154	160	227	243	#
313	0.488199	17	38	72	146	166	175	192	245	#
314	0.626213	11	12	27	70	98	100	118	251	#
315	0.901682	56	67	82	124	158	184	217	220	#
316	0.543205	0	8	62	65	175	186	191	221	#
317	0.505023	64	79	140	149	153	173	184	187	#
318	0.276735	68	113	135	143	151	170	173	205	#
319	0.729036	30	44	76	102	125	175	203	245	#
320	0.612886	6	45	61	120	125	141	202	253	#
321	0.392171	17	28	73	85	122	182	195	237	#
322	0.801778	16	39	45	74	126	213	215	227	#
323	0.597634	33	54	55	75	134	154	206	232	#
324	0.656679	3	28	65	81	127	136	205	209	#
325	0.268988	45	63	72	170	172	175	204	215	#
326	0.895651	9	51	53	106	126	137	228	252	#
327	0.300296	7	80	112	124	139	242	244	250	#
328	0.978669	31	51	54	74	78	130	190	236	#
329	0.995923	2	70	132	137	168	191	198	212	#
330	0.721199	48	55	93	144	185	194	221	244	#
331	0.905478	80	93	103	144	166	195	210	226	#
332	0.853711	7	47	71	116	140	209	221	233	#
333	0.4098	19	37	39	42	79	149	243	255	#
334	0.894214	17	52	96	114	135	187	209	251	#
335	0.653779	53	67	95	109	117	149	194	207	#
336	0.528229	72	83	154	170	214	242	249	255	#
337	0.607192	24	43	44	89	123	142	188	225	#
338	0.367931	1	6	11	75	106	114	127	251	#
339	0.782858	1	21	35	63	123	134	141	167	#
340	0.279572	6	7	33	35	78	125	157	202	#
341	0.474099	5	59	65	132	161	220	229	249	#
342	0.699865	78	79	102	108	125	154	178	255	#
343	0.402331	7	28	36	107	154	158	189	255	#
344	0.496246	11	45	56	65	146	171	172	219	#
345	0.547994	6	22	45	74	130	157	213	253	#
346	0.294685	23	25	117	127	155	188	206	252	#
347	0.838627	24	27	40	119	149	187	198	220	#
348	0.963451	25	54	75	77	130	145	228	229	#
349	0.927096	19	69	92	148	176	195	205	252	#
350	0.968793	50	123	146	197	212	233	241	252	#
351	0.355953	15	17	49	62	93	96	236	239	#
352	0.883051	29	30	56	77	85	184	215	242	#
353	0.777835	1	88	132	134	177	233	239	240	#
354	0.281995	31	44	57	78	79	117	122	183	#
355	0.767582	77	83	84	119	136	152	166	168	#
356	0.339005	2	37	51	115	167	214	234	247	#
357	0.879075	23	25	55	70	83	180	190	237	#
358	0.550977	7	31	36	39	40	48	57	91	#
359	0.607772	39	74	77	92	169	236	242	249	#
360	0.469143	9	134	146	170	204	233	238	253	#
361	0.471561	12	60	77	93	94	146	209	214	#
362	0.346201	23	25	31	89	156	171	202	235	#
363	0.519117	14	44	59	74	97	188	191	201	#
364	0.762706	26	43	63	74	94	142	149	241	#
365	0.845464	29	41	86	118	151	200	210	215	#
366	0.963416	9	31	130	143	185	198	211	255	#
367	0.718204	2	6	26	67	130	223	227	251	#
368	0.92191	6	124	170	176	177	206	242	248	#
369	0.329118	3	49	74	84	121	133	162	183	#
370	0.49003	89	109	136	149	200	210	232	236	#
371	0.594998	4	24	44	51	69	79	163	188	#
372	0.756055	14	16	68	73	141	157	158	218	#
373	0.289765	62	110	164	193	223	239	243	252	#
374	0.592074	45	51	54	63	157	202	242	254	#
375	0.997084	10	13	136	144	178	181	198	216	#
376	0.558779	10	20	169	172	181	193	206	223	#
377	0.46185	22	44	50	163	184	212	232	254	#
378	0.660581	4	23	91	167	204	221	244	253	#
379	0.751141	1	41	66	76	93	110	175	225	#
380	0.724193	24	88	147	205	225	228	232	254	#
381	0.916055	46	73	123	137	173	188	210	253	#
382	0.706313	22	60	103	104	106	113	135	245	#
383	0.305683	105	108	114	141	154	162	179	244	#
384	0.894883	24	40	55	66	143	187	221	223	#
385	0.282662	63	65	124	141	165	197	248	249	#
386	0.970092	113	159	173	213	219	231	247	255	#
387	0.291623	9	50	73	84	134	158	159	231	#
388	0.947024	46	89	124	132	140	161	208	250	#
389	0.37077	2	32	44	62	70	118	131	205	#
390	0.291519	36	46	60	100	143	147	212	223	#
391	0.55565	0	6	34	55	78	154	176	229	#
392	0.461276	3	21	41	54	124	125	150	220	#
393	0.772962	19	65	79	125	130	137	183	203	#
394	0.549376	1	60	77	88	89	93	152	239	#
395	0.707215	3	39	40	109	148	175	207	243	#
396	0.496035	30	31	62	104	113	163	177	221	#
397	0.841483	69	72	94	149	190	221	223	240	#
398	0.593673	12	74	75	146	168	180	237	252	#
399	0.319142	44	71	77	82	83	155	199	212	#
400	0.338551	1	45	46	69	82	154	206	247	#
401	0.315921	25	28	44	60	167	176	199	252	#
402	0.84119	25	65	135	158	223	237	239	244	#
403	0.570653	20	36	39	87	146	189	195	229	#
404	0.510118	57	74	149	179	190	217	221	227	#
405	0.607347	24	25	35	42	45	160	218	227	#
406	0.845434	12	43	68	115	172	180	182	209	#
407	0.58975	22	92	106	124	156	196	226	228	#
408	0.559648	20	50	60	75	76	93	175	194	#
409	0.731153	0	29	82	147	148	173	185	242	#
410	0.86506	58	83	111	171	186	204	221	224	#
411	0.278116	3	103	110	207	220	224	237	244	#
412	0.534032	0	74	93	111	116	161	241	246	#
413	0.895612	42	49	58	68	136	144	149	232	#
414	0.349746	38	66	67	84	115	129	145	209	#
415	0.99538	16	93	102	116	143	147	166	212	#
416	0.576307	2	64	72	106	177	187	206	233	#
417	0.444463	38	81	121	123	183	189	204	233	#
418	0.954788	39	42	127	134	155	174	207	227	#
419	0.750895	35	53	69	127	128	215	216	224	#
420	0.943043	17	55	89	109	111	188	228	244	#
421	0.402146	91	94	158	166	185	191	200	253	#
422	0.643624	1	15	125	136	140	184	201	219	#
423	0.577279	2	44	60	113	115	119	164	176	#
424	0.539046	27	83	86	112	175	186	211	226	#
425	0.689678	19	29	78	97	111	201	209	215	#
426	0.587903	36	72	85	91	99	114	187	235	#
427	0.903069	7	19	21	60	99	152	176	237	#
428	0.384288	5	17	27	48	86	170	204	227	#
429	0.965904	12	24	54	150	207	230	235	244	#
430	0.497661	10	11	63	69	90	115	141	192	#
431	0.465513	17	29	48	83	87	106	190	239	#
432	0.282636	8	49	60	97	118	170	207	211	#
433	0.753915	37	41	89	95	116	213	224	248	#
434	0.892451	60	98	108	110	182	186	193	214	#
435	0.894184	53	54	64	65	79	123	161	188	#
436	0.773275	47	72	74	99	121	139	208	255	#
437	0.566838	13	58	73	83	116	226	236	242	#
438	0.60952	31	33	52	66	123	140	156	161	#
439	0.754163	15	86	94	134	138	141	186	252	#
440	0.48275	7	133	143	155	186	190	220	254	#
441	0.820853	10	13	18	21	122	130	151	224	#
442	0.595445	57	65	126	169	189	195	203	218	#
443	0.862947	20	84	95	138	153	157	200	229	#
444	0.894828	19	27	38	42	54	122	212	222	#
445	0.637827	22	38	58	76	150	179	212	223	#
446	0.345162	2	22	98	103	117	140	178	206	#
447	0.520015	6	17	69	94	149	161	175	217	#
448	0.746862	3	31	77	104	117	140	167	229	#
449	0.583018	14	25	108	116	119	141	148	204	#
450	0.288759	38	54	63	91	92	113	189	241	#
451	0.571027	28	38	62	108	121	122	178	232	#
452	0.398484	13	45	53	133	192	194	225	227	#
453	0.85458	11	58	82	105	133	152	195	247	#
454	0.801277	6	83	93	130	134	150	196	197	#
455	0.534984	18	33	75	83	138	206	229	239	#
456	0.340063	4	57	87	109	119	127	136	199	#
457	0.864064	34	49	83	138	159	191	197	240	#
458	0.823757	33	38	49	51	63	126	138	202	#
459	0.383797	68	102	113	143	150	174	183	192	#
460	0.424876	5	17	27	82	90	132	213	214	#
461	0.732709	36	45	89	158	183	200	228	233	#
462	0.74758	19	32	66	83	98	100	135	237	#
463	0.643005	20	30	53	64	105	142	161	247	#
464	0.331295	7	37	60	113	158	165	187	240	#
465	0.485188	33	44	58	95	179	181	187	242	#
466	0.511628	14	48	73	106	115	180	187	255	#
467	0.382618	24	48	76	92	121	207	233	234	#
468	0.264732	48	70	91	162	170	198	228	236	#
469	0.829277	47	50	53	67	85	203	227	236	#
470	0.948119	1	7	80	101	161	185	235	237	#
471	0.734039	35	114	126	152	174	186	202	214	#
472	0.695185	2	11	68	104	110	152	184	228	#
473	0.449528	27	42	68	77	137	159	174	200	#
474	0.317255	15	24	31	96	98	123	142	183	#
475	0.512906	30	86	88	158	169	175	210	220	#
476	0.700584	6	20	25	63	81	84	168	214	#
477	0.708132	2	23	89	94	156	185	212	240	#
478	0.745022	9	104	132	150	177	184	249	250	#
479	0.282463	46	71	127	165	193	204	216	231	#
480	0.322236	11	33	44	57	124	171	218	249	#
481	0.384259	1	13	28	30	87	99	182	188	#
482	0.989056	62	85	119	123	198	200	218	225	#
483	0.872213	33	43	55	82	83	186	202	205	#
484	0.994261	49	53	119	146	195	226	239	254	#
485	0.683483	18	25	70	81	131	191	205	227	#
486	0.410519	8	64	68	102	129	147	216	227	#
487	0.372782	35	51	54	69	113	228	235	250	#
488	0.734343	0	103	140	211	220	222	244	247	#
489	0.328568	20	81	97	168	203	205	221	222	#
490	0.929553	4	21	22	34	47	98	149	215	#
491	0.928398	6	35	59	64	145	201	216	225	#
492	0.934476	13	70	92	101	120	125	203	243	#
493	0.645451	14	21	84	90	113	154	170	218	#
494	0.284935	2	3	19	46	56	122	177	181	#
495	0.553512	9	47	94	145	165	211	220	235	#
496	0.973632	18	23	36	51	66	135	150	164	#
497	0.855496	17	41	67	74	116	188	215	231	#
498	0.508947	47	49	58	61	86	143	190	202	#
499	0.560834	91	139	196	197	209	227	229	232	#
500	0.843427	63	67	82	128	153	216	220	235	#
501	0.296154	24	27	64	102	117	153	168	207	#
502	0.32965	16	21	131	139	143	181	199	253	#
503	0.644311	93	100	116	119	168	185	223	252	#
504	0.981865	28	42	77	80	113	197	231	232	#
505	0.419131	14	27	36	79	88	129	140	249	#
506	0.84214	44	68	136	160	172	176	249	255	#
507	0.3049	7	22	29	37	100	119	166	223	#
508	0.804743	19	34	85	110	146	173	196	208	#
509	0.555867	4	9	44	47	48	60	87	138	#
510	0.683528	3	8	107	125	194	201	216	241	#
511	0.392592	5	14	56	58	118	121	152	192	#
512	0.594878	23	24	61	108	120	158	177	204	#
513	0.887634	41	50	143	157	163	213	217	225	#
514	0.634483	85	96	132	149	162	176	203	232	#
515	0.784845	16	62	63	71	76	103	173	193	#
516	0.877863	12	24	52	130	157	189	210	218	#
517	0.661741	12	16	19	33	74	145	181	220	#
518	0.913184	9	36	54	81	92	214	248	255	#
519	0.675321	36	71	98	123	134	156	188	218	#
520	0.336199	19	62	73	85	111	117	137	235	#
521	0.603578	13	75	104	129	151	190	219	235	#
522	0.991837	29	65	77	142	183	187	188	208	#
523	0.909081	1	49	54	71	95	163	191	208	#
524	0.455444	12	24	73	123	139	187	223	242	#
525	0.848946	7	14	66	70	97	120	228	248	#
526	0.62061	88	96	132	148	162	194	202	216	#
527	0.433828	29	32	45	86	89	151	216	234	#
528	0.996367	13	25	30	94	105	176	183	237	#
529	0.410006	17	51	80	116	132	165	170	214	#
530	0.427044	59	78	146	190	194	204	214	217	#
531	0.6273	81	85	96	133	163	203	210	235	#
532	0.398656	3	68	190	192	201	228	239	251	#
533	0.84334	17	26	162	169	191	198	215	248	#
534	0.883819	34	111	137	147	182	205	242	252	#
535	0.481171	41	76	79	123	149	207	225	241	#
536	0.947358	16	30	41	57	175	214	244	245	#
537	0.71074	4	38	68	171	180	182	234	244	#
538	0.452678	31	35	76	157	161	178	179	245	#
539	0.853152	17	51	109	133	160	191	213	219	#
540	0.830685	2	41	66	72	126	144	152	200	#
541	0.546493	8	35	54	57	62	105	148	247	#
542	0.75547	129	146	170	178	184	185	187	193	#
543	0.797349	5	47	89	92	142	210	218	232	#
544	0.680767	54	56	83	116	162	168	240	247	#
545	0.567588	64	101	152	160	181	191	200	252	#
546	0.933631	4	42	71	87	124	190	205	206	#
